ZINC_ID,SMILES,receptor,PDB_ID,IC50,pIC50,definition,pIC50_Training,residual_Training,pIC50_CV,residual_CV,pIC50_Ext-cpx,residual_Ext-cpx,pIC50_Ext-cpd,residual_Ext-cpd,MW,ALogP,Publication_DOI
26735077,CCCCc1nc2cc(c(cc2c(n1)c3cc(cc(c3)OCC4CC4)OCC5CC5)OC)OCCO,PDE4D,2PW3,300,6.52,Training,6.667904153,0.147904153,6.7107,0.1907,,,,,492.2624223,-1.3305,10.1016/S0960-894X(98)00508-3
26736103,COc1cc2c(cc1OCCO)nc(nc2c3cc(cc(c3)OCC4CC4)OCC5CC5)OCCO,PDE4D,2PW3,90,7.05,Training,7.190772065,0.140772065,7.2033,0.1533,,,,,496.2209514,-1.109,10.1016/S0960-894X(98)00508-3
26739422,CCSc1nc2cc(c(cc2c(n1)c3cc(cc(c3)OCC4CC4)OCC5CC5)OC)OCCO,PDE4D,2PW3,700,6.15,Training,6.151426084,0.001426084,6.2836,0.1336,,,,,496.2031931,0.4255,10.1016/S0960-894X(98)00508-3
28529186,Cc1ccc(nc1)/C(=C/c2cccc(c2)c3cc(cc4c3nccc4)C(C)C)/c5ccc(cc5)S(=O)(=O)C,PDE4D,2PW3,0.2,9.7,Training,9.643495632,-0.056504368,9.6026,-0.0974,,,,,518.2027992,1.1642,10.1016/j.bmcl.2005.08.036
28529386,c1ccc(cc1)S(=O)(=O)Nc2cccc(c2)c3cc(cc4c3nccc4)Cc5ccncc5,PDE4D,2PW3,2,8.7,Training,8.514960013,-0.185039987,8.3879,-0.3121,,,,,451.1354479,-0.4803,10.1016/j.bmcl.2005.08.036
28529519,Cc1nc(on1)/C(=C/c2cccc(c2)c3cc(cc4c3nccc4)C(C)C)/c5ccccn5,PDE4D,2PW3,0.6,9.22,Training,9.36647237,0.14647237,9.4039,0.1839,,,,,432.1950114,0.7423,10.1016/j.bmcl.2005.08.036
28529543,CC(C)c1cc2cccnc2c(c1)c3cccc(c3)/C=C(\c4ccc(cc4)S(=O)(=O)C)/C(=O)NC(C)C,PDE4D,2PW3,0.6,9.22,Training,9.336373914,0.116373914,9.4065,0.1865,,,,,512.2133639,-0.0604,10.1016/j.bmcl.2005.08.036
28529662,Cc1nc(on1)/C(=C\c2cccc(c2)c3cc(cc4c3nccc4)C(C)(C)S(=O)(=O)C)/c5ccc(cc5)S(=O)(=O)C,PDE4D,2PW3,1.9,8.72,Training,8.786619214,0.066619214,8.8689,0.1489,,,,,587.154863,0.1177,10.1016/j.bmcl.2005.08.036
28529813,COc1cccc(c1)c2cc(cc3c2nccc3)Cc4ccncc4,PDE4D,2PW3,2.5,8.6,Training,8.677537751,0.077537751,8.5309,-0.0691,,,,,326.1419132,0.4044,10.1016/j.bmcl.2005.08.036
28529829,CC(C)c1cc2cccnc2c(c1)c3cccc(c3)/C=C(\c4ccc(cc4)S(=O)(=O)C)/C(=O)[O-],PDE4D,2PW3,0.5,9.3,Training,9.367081509,0.067081509,9.4837,0.1837,,,,,470.1426042,-0.3954,10.1016/j.bmcl.2005.08.036
28530105,CC(C)NC(=O)/C(=C\c1cccc(c1)c2cc(cc3c2nccc3)C(C)(C)C#N)/c4ccc(cc4)S(=O)(=O)C,PDE4D,2PW3,0.5,9.3,Training,9.308670524,0.008670524,9.4569,0.1569,,,,,537.2086129,0.3156,10.1016/j.bmcl.2005.08.036
34000720,CC(C)(CC(=O)[O-])c1ccc(cc1)c2cccc(c2)n3cc(c(=O)c4c3nccc4)C(=O)NC5CC5,PDE4D,2PW3,0.85,9.07,Training,8.950430539,-0.119569461,8.8177,-0.2523,,,,,480.1923313,-1.4804,10.1016/j.bmcl.2010.09.087
34027294,c1cc(cc(c1)n2cc(c(=O)c3c2nccc3)C(=O)NC4CC4)C#Cc5ccc[n+](c5)[O-],PDE4D,2PW3,5.1,8.29,Training,8.342715394,0.052715394,8.5006,0.2106,,,,,422.1378904,-1.3133,10.1016/j.bmcl.2010.09.087
34636131,Cc1c2c(c3c4c(c(ncn4)NCCN5CCOCC5)sc3n1)CC(CC2)(C)C,PDE4D,2PW3,34,7.47,Training,7.407620817,-0.062379183,7.4185,-0.0515,,,,,411.2092815,2.0336,10.1021/jm100524j
34778276,CC(C)Nc1c2c(c3c4c(c(ncn4)NCCN5CCOCC5)oc3n1)CC(CC2)(C)C,PDE4D,2PW3,0.4,9.4,Training,9.535989102,0.135989102,9.5859,0.1859,,,,,438.2743243,0.4812,10.1016/j.ejmech.2011.07.054
34986644,CC(C)Nc1c2c(c3c4c(c(ncn4)NCCCN5CCCC5=O)oc3n1)CC(CC2)(C)C,PDE4D,2PW3,0.1,10,Training,9.996328579,-0.003671421,9.9117,-0.0883,,,,,450.2743243,-0.5887,10.1016/j.ejmech.2011.07.054
35985450,CC1(CCc2c(c3c4c(c(ncn4)NCCN5CCOCC5)sc3nc2N6CCOCC6)C1)C,PDE4D,2PW3,4.6,8.34,Training,8.413401677,0.073401677,6.9442,-1.3958,,,,,482.2463953,1.4996,10.1021/jm100524j
35998562,CC1(CCc2c(c3c4c(c(ncn4)NCc5ccncc5)sc3nc2N6CCOCC6)C1)C,PDE4D,2PW3,13,7.89,Training,7.924587045,0.034587045,8.0386,0.1486,,,,,460.2045305,1.5825,10.1021/jm100524j
36268782,C[C@H](c1cccc(c1)c2cc(cc3c2nccc3)C(C)(C)S(=O)(=O)C)N(c4ccc(cc4)S(=O)(=O)C)C(=O)C,PDE4D,2PW3,6.7,8.17,Training,8.229771993,0.059771993,8.3881,0.2181,,,,,564.1752641,-0.6757,10.1016/j.bmcl.2006.02.043
36268795,Cc1cc(no1)C(=O)N(Cc2cccc(c2)c3cc(cc4c3nccc4)C(C)(C)C#N)c5ccc(cc5)S(=O)(=O)C,PDE4D,2PW3,0.1,10,Training,9.874115172,-0.125884828,9.4681,-0.5319,,,,,564.1831264,0.2882,10.1016/j.bmcl.2006.02.043
36268810,CC(C)(c1cc2cccnc2c(c1)c3cccc(c3)NC(=O)c4ccc(cc4)S(=O)(=O)C)S(=O)(=O)C,PDE4D,2PW3,2.3,8.64,Training,8.773375654,0.133375654,8.7221,0.0821,,,,,522.1283139,-0.6865,10.1016/j.bmcl.2006.02.043
36268818,CC(C)NC(=O)N(Cc1cccc(c1)c2cc(cc3c2nccc3)C(C)(C)S(=O)(=O)C)c4ccc(cc4)S(=O)(=O)C,PDE4D,2PW3,0.1,10,Training,9.935157649,-0.064842351,9.615,-0.385,,,,,593.2018132,-0.6156,10.1016/j.bmcl.2006.02.043
36268824,CC(C)OC(=O)N(Cc1cccc(c1)c2cc(cc3c2nccc3)C(C)(C)C#N)c4ccc(cc4)S(=O)(=O)C,PDE4D,2PW3,0.3,9.52,Training,9.543371454,0.023371454,9.4523,-0.0677,,,,,541.2035275,0.6058,10.1016/j.bmcl.2006.02.043
36268827,CC(C)(c1cc2cccnc2c(c1)c3cccc(c3)C(=O)N)S(=O)(=O)C,PDE4D,2PW3,74,7.13,Training,7.268770141,0.138770141,7.8034,0.6734,,,,,368.1194635,-0.3636,10.1016/j.bmcl.2006.02.043
36268831,CC(C)(c1cc2cccnc2c(c1)c3cccc(c3)C(=O)Nc4ccccc4)S(=O)(=O)C,PDE4D,2PW3,10,8,Training,8.045191012,0.045191012,8.2446,0.2446,,,,,444.1507636,-0.3636,10.1016/j.bmcl.2006.02.043
36268843,CC(C)(c1cc2cccnc2c(c1)c3cccc(c3)C(=O)Nc4c(cncc4Cl)Cl)S(=O)(=O)C,PDE4D,2PW3,0.7,9.15,Training,9.164255691,0.014255691,9.0014,-0.1486,,,,,513.0680679,1.125,10.1016/j.bmcl.2006.02.043
36268854,CC(C)NC(=O)N(Cc1cccc(c1)c2cc(cc3c2nccc3)C(C)(C)C#N)c4ccc(cc4)S(=O)(=O)C,PDE4D,2PW3,0.1,10,Training,10.00376439,0.00376439,9.9767,-0.0233,,,,,540.2195119,0.0621,10.1016/j.bmcl.2006.02.043
36412753,c1cc(cc(c1)[C@H]2C[C@H]2C(=O)[O-])c3cccc(c3)n4cc(c(=O)c5c4nccc5)C(=O)NC6CC6,PDE4D,2PW3,0.54,9.27,Training,9.137630401,-0.132369599,8.9917,-0.2783,,,,,464.1610312,-2.546,10.1016/j.bmcl.2010.09.087
36413737,c1cc(cc(c1)n2cc(c(=O)c3c2nccc3)C(=O)NC4CC4)c5ccc(c(c5)F)[C@@H]6C[C@H]6C(=O)[O-],PDE4D,2PW3,0.53,9.28,Training,9.251681416,-0.028318584,9.209,-0.071,,,,,482.1516094,-2.0663,10.1016/j.bmcl.2010.09.087
38377587,C[C@H](c1cccc(c1)c2cc(cc3c2nccc3)C(C)(C)S(=O)(=O)C)N(c4ccc(cc4)S(=O)(=O)C)C(=O)c5ccc(cc5)C(C)(C)O,PDE4D,2PW3,0.5,9.3,Training,9.356512632,0.056512632,9.3142,0.0142,,,,,684.232779,-0.5518,10.1016/j.bmcl.2006.02.043
38377588,C[C@H](c1cccc(c1)c2cc(cc3c2nccc3)C(C)(C)S(=O)(=O)C)N(c4ccc(cc4)S(=O)(=O)C)C(=O)c5ccc(cc5)F,PDE4D,2PW3,0.7,9.15,Training,9.264778726,0.114778726,9.3389,0.1889,,,,,644.1814924,-0.2059,10.1016/j.bmcl.2006.02.043
38431730,CC(C)(Cc1ccc(cc1)c2cccc(c2)n3cc(c(=O)c4c3nccc4)C(=O)NC5CC5)C(=O)[O-],PDE4D,2PW3,0.88,9.06,Training,9.15670466,0.09670466,9.2952,0.2352,,,,,480.1923313,-1.059,10.1016/j.bmcl.2010.09.087
43152219,CCNc1c2c(c3c4c(c(ncn4)NCCN5CCOCC5)oc3n1)CC(CC2)(C)C,PDE4D,2PW3,2.7,8.57,Training,8.805321985,0.235321985,8.7911,0.2211,,,,,424.2586743,0.7817,10.1016/j.ejmech.2011.07.054
43152220,CCNc1c2c(c3c4c(c(ncn4)NCCCN5CCCC5=O)oc3n1)CC(CC2)(C)C,PDE4D,2PW3,1.5,8.82,Training,8.902293131,0.082293131,8.6528,-0.1672,,,,,436.2586743,-0.2882,10.1016/j.ejmech.2011.07.054
58575778,CC(C)(c1cc2cccnc2c(c1)c3cccc(c3)OC)S(=O)(=O)C,PDE4D,2PW3,9.3,8.03,Training,7.854385515,-0.175614485,7.6279,-0.4021,,,,,355.1242145,0.2194,10.1016/j.bmcl.2010.07.076
64539826,CC1(CCc2c(c3c4c(c(ncn4)N(CCN5CCOCC5)CCO)sc3nc2N6CCOCC6)C1)C,PDE4D,2PW3,1.8,8.74,Training,8.53203145,-0.20796855,8.357,-0.383,,,,,526.2726101,1.4961,10.1021/jm100524j
64540184,CC1(Cc2c(c(nc3c2c4c(s3)c(ncn4)NCCN5CCOCC5)N(C)C)CO1)C,PDE4D,2PW3,25,7.6,Training,7.387198031,-0.212801969,7.4521,-0.1479,,,,,442.2150952,1.0895,10.1021/jm100524j
64540242,CC1(CCc2c(c3c4c(c(ncn4)NCCN5CCOCC5)sc3nc2c6ccoc6)C1)C,PDE4D,2PW3,3.1,8.51,Training,8.500873781,-0.009126219,8.579,0.069,,,,,463.2041962,1.44,10.1021/jm100524j
72109111,c1ccc(c(c1)c2cccc(c2)n3cc(c(=O)c4c3nccc4)C(=O)NC5CC5)[C@H]6C[C@H]6C(=O)[O-],PDE4D,2PW3,4.6,8.34,Training,8.276305146,-0.063694854,8.2811,-0.0589,,,,,464.1610312,-2.546,10.1016/j.bmcl.2010.09.087
72109627,c1cc(cc(c1)n2cc(c(=O)c3c2nccc3)C(=O)NC4CC4)c5ccc(cc5)[C@@H]6C[C@H]6C(=O)[O-],PDE4D,2PW3,0.57,9.24,Training,9.158682681,-0.081317319,9.0558,-0.1842,,,,,464.1610312,-2.546,10.1016/j.bmcl.2010.09.087
72109631,c1cc(cc(c1)n2cc(c(=O)c3c2nccc3)C(=O)NC4CC4)c5ccc(cc5)[C@H]6C[C@H]6c7[n-]nnn7,PDE4D,2PW3,0.55,9.26,Training,9.304458276,0.044458276,8.8551,-0.4049,,,,,488.1834979,-1.7898,10.1016/j.bmcl.2010.09.087
72109854,c1cc(cc(c1)n2cc(c(=O)c3c2nccc3)C(=O)NC4CC4)c5ccc(c(c5)F)[C@H]6C[C@@H]6C(=O)[O-],PDE4D,2PW3,0.46,9.34,Training,9.345857798,0.005857798,9.5458,0.2058,,,,,482.1516094,-2.0663,10.1016/j.bmcl.2010.09.087
72109950,CC1(CC1)NC(=O)c2cn(c3c(c2=O)cccn3)c4cccc(c4)c5ccc(cc5)[C@H]6C[C@H]6C(=O)[O-],PDE4D,2PW3,0.58,9.24,Training,9.154607547,-0.085392453,9.102,-0.138,,,,,478.1766812,-1.2538,10.1016/j.bmcl.2010.09.087
72110033,c1cc(cc(c1)n2cc(c(=O)c3c2nccc3)C(=O)NCC(F)(F)F)c4ccc(cc4)[C@H]5C[C@H]5C(=O)[O-],PDE4D,2PW3,0.51,9.29,Training,9.314588381,0.024588381,9.1876,-0.1024,,,,,506.1327657,-0.8099,10.1016/j.bmcl.2010.09.087
72110175,CC(C)(C)NC(=O)c1cn(c2c(c1=O)cccn2)c3cccc(c3)c4ccc(cc4)[C@H]5C[C@H]5C(=O)[O-],PDE4D,2PW3,32,7.49,Training,7.630109074,0.140109074,7.8931,0.4031,,,,,480.1923313,-0.886,10.1016/j.bmcl.2010.09.087
72110179,c1cc(cc(c1)n2cc(c(=O)c3c2nccc3)C(=O)NC4(CC4)O)c5ccc(cc5)[C@H]6C[C@H]6C(=O)[O-],PDE4D,2PW3,17,7.77,Training,7.816418805,0.046418805,8.3025,0.5325,,,,,480.1559458,-2.9359,10.1016/j.bmcl.2010.09.087
72110891,c1cc(cc(c1)n2cc(c(=O)c3c2nccc3)C(=O)NC4CCC4)c5ccc(cc5)[C@H]6C[C@H]6C(=O)[O-],PDE4D,2PW3,0.52,9.28,Training,9.304455948,0.024455948,9.2619,-0.0181,,,,,478.1766812,-2.834,10.1016/j.bmcl.2010.09.087
72117048,CC1(CCc2c(c3c4c(c(ncn4)NCc5cccnc5)oc3nc2NCCO)C1)C,PDE4D,2PW3,13.5,7.87,Training,7.749786182,-0.120213818,7.9154,0.0454,,,,,418.2117241,0.0748,10.1016/j.ejmech.2011.07.054
72118269,CCN(C)c1c2c(c3c4c(c(ncn4)NCCN5CCOCC5)oc3n1)CC(CC2)(C)C,PDE4D,2PW3,14,7.85,Training,7.76574232,-0.08425768,7.8675,0.0175,,,,,438.2743243,1.3176,10.1016/j.ejmech.2011.07.054
26722891,CCc1nc2cc(ccc2c(n1)c3cc(cc(c3)OCC4CC4)OCC5CC5)OCCO,PDE4B,3O0J,660,6.18,External_complex,,,,,5.941891468,-0.238108532,,,434.2205574,-0.7027,10.1016/S0960-894X(98)00508-3
26726089,Cc1nc2cc(c(cc2c(n1)c3cc(cc(c3)OC(C)C)OC(C)C)OC)OC,PDE4B,3O0J,1300,5.89,External_complex,,,,,6.296647039,0.406647039,,,396.2049074,-0.2561,10.1016/S0960-894X(98)00508-3
26728272,COc1cc2c(cc1OCCO)nc(nc2c3cc(cc(c3)OCC4CC4)OCC5CC5)OCCCO,PDE4B,3O0J,200,6.7,External_complex,,,,,6.969386556,0.269386556,,,510.2366014,-1.397,10.1016/S0960-894X(98)00508-3
28529662,Cc1nc(on1)/C(=C\c2cccc(c2)c3cc(cc4c3nccc4)C(C)(C)S(=O)(=O)C)/c5ccc(cc5)S(=O)(=O)C,PDE4B,3O0J,1.1,8.96,External_complex,,,,,9.002500324,0.042500324,,,587.154863,0.1177,10.1016/j.bmcl.2005.08.036
35985450,CC1(CCc2c(c3c4c(c(ncn4)NCCN5CCOCC5)sc3nc2N6CCOCC6)C1)C,PDE4B,3O0J,2.9,8.54,External_complex,,,,,8.377709642,-0.162290358,,,482.2463953,1.4996,10.1021/jm100524j
36268795,Cc1cc(no1)C(=O)N(Cc2cccc(c2)c3cc(cc4c3nccc4)C(C)(C)C#N)c5ccc(cc5)S(=O)(=O)C,PDE4B,3O0J,0.1,10,External_complex,,,,,9.817038145,-0.182961855,,,564.1831264,0.2882,10.1016/j.bmcl.2006.02.043
840571,CCc1c2c(n(n1)C3CCCC3)-c4nnc(n4CC2)c5ccccc5Cl,PDE4B,2PW3,13,7.89,External_complex,,,,,7.542584614,-0.347415386,,,367.1563734,-0.4012,10.1021/jm060904g
3812219,C[C@@]1(CC(=NO1)c2ccc(c(c2)OC3CCCC3)OC)C(=O)NO,PDE4B,2PW3,10,8,External_complex,,,,,7.782458761,-0.217541239,,,334.1528718,-2.5737,10.1021/jm970685m
26741764,CCc1nc2cc(c(cc2c(n1)c3cc(cc(c3)OCC4CC4)OCC5CC5)OC)OCC6CC6,PDE4B,2PW3,540,6.27,External_complex,,,,,6.100881311,-0.169118689,,,474.2518576,-0.1007,10.1016/S0960-894X(98)00508-3
28529343,CC(C)c1cc2cccnc2c(c1)c3cccc(c3)/C=C(\c4ccc(cc4)S(=O)(=O)C)/c5nccs5,PDE4B,2PW3,0.19,9.72,External_complex,,,,,9.310309012,-0.409690988,,,510.1435701,1.1128,10.1016/j.bmcl.2005.08.036
28529505,C[C@H](c1cc2cccnc2c(c1)c3cccc(c3)/C=C(\c4ccc(cc4)S(=O)(=O)C)/c5ncc(s5)C(C)(C)O)S(=O)(=O)C,PDE4B,2PW3,2,8.7,External_complex,,,,,8.703075922,0.003075922,,,632.1473351,0.3517,10.1016/j.bmcl.2005.08.036
28529822,CC(C)c1cc2cccnc2c(c1)c3cccc(c3)/C=C(/c4ccc(cc4)C(C)(C)O)\c5ccc(cc5)S(=O)(=O)C,PDE4B,2PW3,0.5,9.3,External_complex,,,,,9.306206948,0.006206948,,,561.233765,0.656,10.1016/j.bmcl.2005.08.036
28529556,CC(C)NC(=O)C(=C\c1cccc(c1)-c1cc(cc2cccnc12)C(C)(C)C#N)\c1ccc(cc1)S(C)(=O)=O,PDE4B,3O0J,0.3,9.52,External_compound,,,,,,,9.485103959,-0.034896041,537.2086129,0.3156,10.1016/j.bmcl.2005.08.036
28529811,CC(C)c1cc(-c2cccc(CC(c3ccncc3)C(C)(C)O)c2)c2ncccc2c1,PDE4B,3O0J,1.8,8.74,External_compound,,,,,,,8.786619214,0.046619214,410.2358136,0.9936,10.1016/j.bmcl.2005.08.036
35090994,CCc1nn(C2CCCC2)c-2c1CCn1c-2nnc1-c1cccc(OC)c1,PDE4B,3O0J,430,6.37,External_compound,,,,,,,6.255606451,-0.114393549,363.2059104,-1.1973,10.1021/jm060904g
35999278,CC1(C)CCc2c(C1)c1c(nc2N2CCOCC2)sc2c(NCCCN3CCCC3=O)ncnc12,PDE4B,3O0J,21,7.68,External_compound,,,,,,,7.527165986,-0.152834014,494.2463953,0.4297,10.1021/jm100524j
36268807,CC(C)NC(=O)N(Cc1cc(ccc1Cl)-c1cc(cc2cccnc12)C(C)(C)S(C)(=O)=O)c1ccc(cc1)S(C)(=O)=O,PDE4B,3O0J,4.4,8.36,External_compound,,,,,,,8.345128404,-0.014871596,627.1628409,0.1287,10.1016/j.bmcl.2006.02.043
36268834,CC(C)NC(=O)N(Cc1cc(ccc1F)-c1cc(cc2cccnc12)C(C)(C)S(C)(=O)=O)c1ccc(cc1)S(C)(=O)=O,PDE4B,3O0J,0.3,9.52,External_compound,,,,,,,9.485103959,-0.034896041,611.1923914,-0.1359,10.1016/j.bmcl.2006.02.043
43152217,CC1(C)CCc2c(C1)c1c(nc2N2CCOCC2)oc2c(ncnc12)N(CCO)CCN1CCOCC1,PDE4B,3O0J,0.8,9.1,External_compound,,,,,,,9.264778726,0.164778726,510.2954537,0.7514,10.1016/j.ejmech.2011.07.054
43152221,CC(C)Nc1nc2oc3c(NCc4cccnc4)ncnc3c2c2CC(C)(C)CCc12,PDE4B,3O0J,0.2,9.7,External_compound,,,,,,,9.806944826,0.106944826,416.2324595,0.5641,10.1016/j.ejmech.2011.07.054
64540241,CC1(C)CCc2c(C1)c1c(nc2-c2ccco2)sc2c(NCCN3CCOCC3)ncnc12,PDE4B,3O0J,3.8,8.42,External_compound,,,,,,,8.345128404,-0.074871596,463.2041962,1.44,10.1021/jm100524j
64548397,COc1ccccc1CNc1ncnc2c1sc1nc(N3CCOCC3)c3COC(C)(C)Cc3c21,PDE4B,3O0J,40,7.4,External_compound,,,,,,,7.47087402,0.07087402,491.1991108,0.8083,10.1021/jm100524j
28529556,CC(C)NC(=O)C(=C\c1cccc(c1)-c1cc(cc2cccnc12)C(C)(C)C#N)\c1ccc(cc1)S(C)(=O)=O,PDE4D,2PW3,0.7,9.15,External_compound,,,,,,,9.485103959,0.335103959,537.2086129,0.3156,10.1016/j.bmcl.2005.08.036
28529811,CC(C)c1cc(-c2cccc(CC(c3ccncc3)C(C)(C)O)c2)c2ncccc2c1,PDE4D,2PW3,4.4,8.36,External_compound,,,,,,,8.345128404,-0.014871596,410.2358136,0.9936,10.1016/j.bmcl.2005.08.036
35090994,CCc1nn(C2CCCC2)c-2c1CCn1c-2nnc1-c1cccc(OC)c1,PDE4D,2PW3,180,6.74,External_compound,,,,,,,6.969386556,0.229386556,363.2059104,-1.1973,10.1021/jm060904g
35999278,CC1(C)CCc2c(C1)c1c(nc2N2CCOCC2)sc2c(NCCCN3CCCC3=O)ncnc12,PDE4D,2PW3,61,7.21,External_compound,,,,,,,7.258190483,0.048190483,494.2463953,0.4297,10.1021/jm100524j
36268807,CC(C)NC(=O)N(Cc1cc(ccc1Cl)-c1cc(cc2cccnc12)C(C)(C)S(C)(=O)=O)c1ccc(cc1)S(C)(=O)=O,PDE4D,2PW3,10,8,External_compound,,,,,,,7.782458761,-0.217541239,627.1628409,0.1287,10.1016/j.bmcl.2006.02.043
36268834,CC(C)NC(=O)N(Cc1cc(ccc1F)-c1cc(cc2cccnc12)C(C)(C)S(C)(=O)=O)c1ccc(cc1)S(C)(=O)=O,PDE4D,2PW3,0.8,9.1,External_compound,,,,,,,9.264778726,0.164778726,611.1923914,-0.1359,10.1016/j.bmcl.2006.02.043
43152217,CC1(C)CCc2c(C1)c1c(nc2N2CCOCC2)oc2c(ncnc12)N(CCO)CCN1CCOCC1,PDE4D,2PW3,2.3,8.64,External_compound,,,,,,,8.705519592,0.065519592,510.2954537,0.7514,10.1016/j.ejmech.2011.07.054
43152221,CC(C)Nc1nc2oc3c(NCc4cccnc4)ncnc3c2c2CC(C)(C)CCc12,PDE4D,2PW3,0.5,9.3,External_compound,,,,,,,9.304455948,0.004455948,416.2324595,0.5641,10.1016/j.ejmech.2011.07.054
64540241,CC1(C)CCc2c(C1)c1c(nc2-c2ccco2)sc2c(NCCN3CCOCC3)ncnc12,PDE4D,2PW3,7.9,8.1,External_compound,,,,,,,8.229771993,0.129771993,463.2041962,1.44,10.1021/jm100524j
64548397,COc1ccccc1CNc1ncnc2c1sc1nc(N3CCOCC3)c3COC(C)(C)Cc3c21,PDE4D,2PW3,119,6.92,External_compound,,,,,,,6.939366477,0.019366477,491.1991108,0.8083,10.1021/jm100524j